20	20	
60	20	
100	20	
140	20	
180	20	
220	20	
260	20	
300	20	
340	20	
380	20	
420	20	
460	20	
500	20	
540	20	
580	20	
620	20	
20	60	
60	60	
100	60	
140	60	
180	60	
220	60	
580	60	
620	60	
20	100	
60	100	
100	100	
140	100	
180	100	
220	100	
580	100	
620	100	
20	140	
60	140	
100	140	
140	140	
180	140	
220	140	
580	140	
620	140	
20	180	
60	180	
100	180	
140	180	
180	180	
220	180	
580	180	
620	180	
20	220	
60	220	
100	220	
140	220	
180	220	
220	220	
580	220	
620	220	
20	260	
60	260	
100	260	
140	260	
180	260	
220	260	
580	260	
620	260	
20	300	
60	300	
100	300	
140	300	
180	300	
220	300	
260	300	
300	300	
340	300	
380	300	
420	300	
460	300	
500	300	
540	300	
580	300	
620	300	
320	320	
20	340	
60	340	
180	340	
220	340	
260	340	
300	340	
340	340	
380	340	
420	340	
460	340	
500	340	
540	340	
580	340	
620	340	
20	380	
60	380	
100	380	
140	380	
180	380	
220	380	
260	380	
300	380	
340	380	
380	380	
460	380	
500	380	
540	380	
580	380	
620	380	
20	420	
60	420	
100	420	
140	420	
180	420	
220	420	
260	420	
300	420	
340	420	
380	420	
420	420	
460	420	
500	420	
540	420	
580	420	
620	420	
20	460	
60	460	
100	460	
140	460	
180	460	
220	460	
260	460	
300	460	
340	460	
380	460	
420	460	
460	460	
500	460	
540	460	
580	460	
620	460	
20	500	
60	500	
100	500	
140	500	
180	500	
220	500	
260	500	
300	500	
340	500	
380	500	
420	500	
460	500	
500	500	
540	500	
580	500	
620	500	
20	540	
60	540	
100	540	
140	540	
180	540	
220	540	
260	540	
340	540	
380	540	
420	540	
460	540	
500	540	
540	540	
580	540	
620	540	
20	580	
60	580	
100	580	
140	580	
180	580	
220	580	
260	580	
300	580	
340	580	
380	580	
420	580	
460	580	
500	580	
540	580	
580	580	
620	580	
20	620	
60	620	
100	620	
140	620	
180	620	
220	620	
260	620	
300	620	
340	620	
380	620	
420	620	
460	620	
500	620	
540	620	
580	620	
620	620	
